id,isrc,artist_type,cm_artist,artist_names,code2s,artist_images,artist_covers,spotify_track_ids,spotify_album_ids,spotify_duration_ms,itunes_track_ids,itunes_album_ids,storefronts,deezer_track_ids,deezer_album_ids,deezer_duration,amazon_track_ids,amazon_album_ids,album_ids,album_names,album_upc,album_label,release_dates,created_at,image_url,name,genre_smart_ordered,cm_track_cluster,cm_track,tags,modified_at,description,cm_statistics.cm_track,cm_statistics.de_playlist_total_reach,cm_statistics.num_am_editorial_playlists,cm_statistics.num_am_playlists,cm_statistics.num_az_editorial_playlists,cm_statistics.num_az_playlists,cm_statistics.num_de_editorial_playlists,cm_statistics.num_de_playlists,cm_statistics.num_sp_editorial_playlists,cm_statistics.num_sp_playlists,cm_statistics.num_tt_videos,cm_statistics.num_yt_editorial_playlists,cm_statistics.num_yt_playlists,cm_statistics.sp_playlist_total_reach,cm_statistics.sp_popularity,cm_statistics.sp_streams,cm_statistics.yt_playlist_total_reach,cm_audio_features.acousticness,cm_audio_features.danceability,cm_audio_features.energy,cm_audio_features.instrumentalness,cm_audio_features.key,cm_audio_features.liveness,cm_audio_features.loudness,cm_audio_features.mode,cm_audio_features.speechiness,cm_audio_features.tempo,cm_audio_features.valence,version_types.original,version_types.re_release,version_types.edit,version_types.remix,version_types.acoustic,version_types.alt_ver,version_types.physical_ver,version_types.cover,version_types.live,version_types.feat_or_collab,version_types.dub,version_types.remaster,version_types.bonus,version_types.arrangement,version_types.commentary,version_types.lofi,version_types.component,version_types.karaoke,version_types.compilation_rerelease,version_types.explicit,version_types.clean,version_types.other,preview_url,cm_track_cluster.cluster_id,cm_track_cluster.track_types
17879807,USRC11702939,main,"[4515, 2134, 3764669]","['SZA', 'Calvin Harris', 'Funk Wav']","['US', 'GB', None]","[None, None, None]","[None, None, None]","['6z09owU0jyBWyX0pdgnza6', '6cL1hEptLdTxoSwwJrSO89', '2UIm7XEycl35lbahr9U45A', '05I2FYfSQ1ZlNdDDfkze5q', '0P6AWOA4LG1XOctzaVu5tt', '4ISrqx2LpsD9b4OiPdFzse', '6mW4cgAFw8W0QaXCJka1aj', '3OHlYuSG29BycqGQmFn0O8', '6GIOKFQsG6Cw1xbBp7I0pT', '4qh7qe4DGoVydulLu8v02l', '3QDgCOwlcwASD6eCv8kVJo', '6IcDMDCjb3j7lznzu5PjQm', '6WEPRxyLm4kCkmz7NvhuGh', '6K7rdewBjN7WJtV9yis2xd', '2Yi1IRquFUZcrhW4MxcdUl', '7FCqt4iRap3hy5Fy6FyLDo', '2ZSvTGl4cKY4qroBMM8DBB', '1c3LM0JJscsQWXY6b9SDpA', '5UVhUJoiY6q3aqKUmVgYFH', '0Ntd7e9Hgvs7QzekBLLULh', '4kd1Kbbek6fl0rrksvJCBD', '4tWoig9a5rMyBoOlxqsbSb', '3I13KBQeviQmksrag5aio7', '7l8Y61IsvhNCSrCQshiNcJ', '1K0wsXtfAoKJlX7xLDcUp4', '5OSKWL02KEbuVSA5uqpzh6', '5IVgvHxYRLd0Vdvo4w7HO3']","['32ZwMlbGPBD6s8aGvUqMVs', '1r3XBu4zfs2tRlbkfMVJvb', '5tF0liYH21cLPPY8CtWprL', '4gJEeBVfmJ6EjtlX9BAWSa', '5enEsi887wD3qGoMCK4jLr', '4UiFClYnoObXyK7Eml8AYL', '6pKtWMx98fTLSrpGGgeq1J', '1LfX6FYox65XR7j4MBYM9X', '4JYlArUkOoWdJthRGId4UG', '5clXWiaoFjddIzso5IN4vB', '77FejUtXNpjLHPgnBAZNAN', '2sMQJoXRvnoskdGsrRuiJd', '2FF6fBQEg1MPfeP9ILPCgb', '1Ff1gMcfN0CCqCcHVnq3p3', '05UZcPD7PCX1238JtV7FWn', '2whCcNBgYQZr8YH0bmt8BL', '44mM4AULWBACBm7CQnFi3R', '3BbUgUJ1h7MtxQgRIxEOOw', '5U5FSSLSVstvalAYIRMArl', '5WkE7UlUr7OTNV5gQODVLn', '6Jk2bajjBqVizABmvB5CVo', '14Vb2KmuMa4zsEb2gcTwGM', '0yWv1cO1b570G1B5wXT1up', '6ALFPhJCL5AVcm1d5Kcrx1', '47yDifmxHueiGrosXo976c', '4tY8vHR2QnJ5UcrUmJmzcG', '1NeZ6oYVALUuygJwW5zvve']",173480.0,"['1634897631', '1636013474', '1634934184', '1634915607', '1634911940', '1355037883', '1357185128', '1324747044']","['1634896198', '1636011644', '1634933086', '1634915002', '1634911449', '1355037471', '1357183705', '1324746772']","['KZ', 'HR', 'HR', 'HR', 'BT', 'NG', 'IE', 'US']",['440224672'],[53372152],171.0,"['B0787HZCKS', 'B0787HSSMB', 'B0787HCTKR', 'B0787K3RHY', 'B0787MT275', 'B0787KJPY3', 'B0B6QC3L97', 'B0B6QFRX52', 'B0B6QFLYPR', 'B0B6QGPT95', 'B0B6QCMDNM', 'B0B6QCC3KY', 'B0B6QG34ZG', 'B0B6QHN8TV', 'B0B6QW6GLZ', 'B0B6QQL716', 'B0B6QN2XQR', 'B0B6QGD53M', 'B0B6QTV2X2', 'B0B6QLTCBY', 'B0B6QJDMT4', 'B0B6QJDZ2B', 'B0B6QMHDV1', 'B0B6QHGZVW', 'B0B6QKJBH2', 'B0B6QNNM2F', 'B0B6QK5V64', 'B0B6QZ5TVW', 'B0B6QRGDHH', 'B0B6QJYZW5', 'B0B6QNZBK3', 'B0B6QN36PG', 'B0B6QBTWKJ', 'B07FKQPCQF', 'B0B6QKD1GY', 'B0B6QN9F5X', 'B0B6QL1MZS', 'B0B6QV7D8F', 'B0B6QQGN6L', 'B0B6QM6WV7', 'B0B6QZS7N1', 'B0B6QH2X49', 'B0B6QK7LQP', 'B0B6QSXJXY', 'B0B6QJCCPC', 'B0B6QLMT2K', 'B0B6QPRGJH', 'B0B6QFV894', 'B0B6QLMYP8', 'B0B6QLNN4C', 'B0B6QJX525', 'B0B6QH9VK9', 'B0B6QLQLSR', 'B0B6QDZ6G8', 'B0B6QFMLPT', 'B0B6QPNH8B', 'B07DHMRKH5', 'B0B6QK34F7', 'B0B6QMYDGM', 'B0B6QHJGJP', 'B0B6QTXWZJ', 'B0B6QLJQQK', 'B0B6QHWVLC', 'B0B6QNDD6D', 'B0B6QJWFK7', 'B0B6QRX1Y9', 'B0B6QK2V8S', 'B0B6QJHDM7', 'B0B6QJYHHK', 'B0B6QTMV7C', 'B0B6QKJ4B9', 'B0B6QL968H', 'B0B6QX9GHY', 'B0B6QNRWK9', 'B0B6QWW4V6', 'B0B6R3SFVR', 'B0B6QGXSBP', 'B0B6QPDYLJ', 'B0B6QK67PM', 'B0B6QSBWMC', 'B0B6QPR5K2', 'B0B6QKFWRB', 'B0B6QJR49K', 'B0B6QVD7FV', 'B0B6QH7FRG', 'B0B6QKNF91', 'B0B6QM1JGZ', 'B0B6QN1YWS', 'B0CYWMGF7Q', 'B0CYWJBN3D', 'B0CYZKZRFT', 'B0CYWLV3CY', 'B0CZSMRZ59', 'B0D1X18MJP', 'B0D1XBKFHD', 'B0CYZKSJWX', 'B0CYZLRDYQ', 'B0CYZFLP96', 'B0D36FHCZL', 'B0D36BQDCP', 'B0CZSQNZYM', 'B0D36P8CW3', 'B0D1X1CHGF', 'B0D1X38MZ7', 'B0D36C4LJ5', 'B0CYZKW3W6', 'B0D371JL24']","['B0787HVMYG', 'B0787HVMYG', 'B0787HVMYG', 'B0787HVMYG', 'B0787HVMYG', 'B0787HVMYG', 'B0B6QDR2C2', 'B0B6QJ8M37', 'B0B6QDHTJX', 'B0B6QD8JQM', 'B0B6QGD56R', 'B0B6QD4F3H', 'B0B6QHNLTL', 'B0B6QKFHXC', 'B0B6QW1HR1', 'B0B6QQXGGP', 'B0B6QM768L', 'B0B6QDNZHQ', 'B0B6QRZ3TL', 'B0B6QL12ZW', 'B0B6QG9J78', 'B0B6QMR76S', 'B0B6QP7LBL', 'B0B6QCNLDF', 'B0B6QKQMQN', 'B0B6QNNLZR', 'B0B6QJT4BD', 'B0B6QZN6BG', 'B0B6QRG8NN', 'B0B6QGVW25', 'B0B6QP8VF8', 'B0B6QKVD51', 'B0B6QDDWC4', 'B07FKPBT5K', 'B0B6QKX59H', 'B0B6QMW9MG', 'B0B6QJZ3DC', 'B0B6QVLXL4', 'B0B6QMSX1X', 'B0B6QK8DB5', 'B0B6R1ZS25', 'B0B6QHJGL2', 'B0B6QKG1HS', 'B0B6QTJNWQ', 'B0B6QDRWRV', 'B0B6QLM6PQ', 'B0B6QRVMHF', 'B0B6QFYD54', 'B0B6QLKWS3', 'B0B6QK2FS6', 'B0B6QJSGZP', 'B0B6QCHXGF', 'B0B6QLM2NM', 'B0B6QLNSV3', 'B0B6QLMLLF', 'B0B6QPBD3F', 'B07DHN5BXF', 'B0B6QH8YCH', 'B0B6QM6DF1', 'B0B6QHJGJK', 'B0B6QRPH5Z', 'B0B6QGRH8M', 'B0B6QPV5XF', 'B0B6QQQ8BJ', 'B0B6QJTRF9', 'B0B6QKYS2D', 'B0B6QKX91S', 'B0B6QMFGQX', 'B0B6QJRBGX', 'B0B6QLN7YV', 'B0B6QK5GRQ', 'B0B6QJ13SJ', 'B0B6QXKLG7', 'B0B6QMZQSG', 'B0B6QXNLM5', 'B0B6R43SHT', 'B0B6QKDVGZ', 'B0B6QNVXFD', 'B0B6QLXJXG', 'B0B6QRVW8J', 'B0B6QPMQ6V', 'B0B6QKFTJD', 'B0B6QG6WPK', 'B0B6QTVSTY', 'B0B6QHQFXQ', 'B0B6QL4X4T', 'B0B6QKLQV3', 'B0B6QLWHRG', 'B0CYW7QY8R', 'B0CYWPHDKM', 'B0CYZM1TV2', 'B0CYWDLYZB', 'B0CZSLDWHC', 'B0D1WRS48D', 'B0D1WS15NC', 'B0CYZJV1S9', 'B0CYZH6DQB', 'B0CYZHCTMH', 'B0D37B9JG6', 'B0D3694RJ7', 'B0CZSP3N92', 'B0D3685DG7', 'B0D1WYTFMM', 'B0D1WFMCLC', 'B0D36YZ6P4', 'B0CYZH7SC3', 'B0D371H5BR']","[2165644, 2403399, 2770044, 5142732, 5142896, 5144067, 22419993, 22420011, 22434107, 22449603, 22451580, 22461287, 22469989, 22469997, 22471457, 22479803, 22526338, 22583383, 34363875, 34566653, 34634426, 34741610, 35136997, 35242516, 35372570, 35486182, 35507687]","['The Weekend (Funk Wav Remix)', ""NOW That's What I Call Music! 99"", ""NOW That's What I Call Summer Party 2018"", 'Dance Hits 2018', 'LUXXX:THE GLAMOROUS PLAYLIST', 'Summer Beats 2018 - Summer! Beach! Party!', 'Internacionais 2022', 'Cardio Pop', 'Pop para Trabalhar', 'Pop Internacional Pra Dançar', 'Pop para Malhar', 'Músicas Pop para Lojas', 'Internacionais Mais Tocadas', 'Melhores Músicas Internacionais 2022', 'Músicas Pop para Malhar | Academia 2022', 'Pop Internacional 2022', 'Treino Pop 2022', 'Hits Internacionais Virais', 'Beach Party 2024', 'Summer Viral Hits 2024', 'Viral Summer Hits 2024', 'Pool Party 2024 / Summer Hits', 'Summer Hits 2024', 'Roadtrip / Indie Summer Songs', 'Feel Good Summer', 'Hot Girl Summer 2024', '2010s Summer Hits']","['886446852157', '886446926469', '886446967295', '886447008140', '4547366372281', '4547366365214', '196589262998', '196589263308', '196589263391', '196589263186', '196589263278', '196589263445', '196589263339', '196589263094', '196589263377', '196589263315', '196589263469', '196589263254', '196871959384', '196871959476', '196871959490', '196871993159', '196872030785', '196872030853', '196872078275', '196872078299', '196872078237']","['Top Dawg Entertainment/RCA Records', 'Now! Music', 'Now! Music', 'Sony Music Special Projects', 'Sony Music Labels Inc.', 'Sony Music Labels Inc.', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Legacy Recordings', 'Legacy Recordings', 'Legacy Recordings', 'Legacy Recordings', 'Legacy Recordings', 'Legacy Recordings', 'Legacy Recordings', 'Legacy Recordings', 'Legacy Recordings']","['2017-12-15T00:00:00.000Z', '2018-03-23T00:00:00.000Z', '2018-06-22T00:00:00.000Z', '2018-03-16T00:00:00.000Z', '2018-07-27T00:00:00.000Z', '2018-06-15T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2022-07-22T00:00:00.000Z', '2024-04-04T00:00:00.000Z', '2024-04-10T00:00:00.000Z', '2024-04-13T00:00:00.000Z', '2024-04-19T00:00:00.000Z', '2024-05-05T00:00:00.000Z', '2024-05-11T00:00:00.000Z', '2024-05-19T00:00:00.000Z', '2024-05-24T00:00:00.000Z', '2024-05-25T00:00:00.000Z']",2026-05-08T15:15:04Z,https://i.scdn.co/image/f71edc4bd18f11f615f070d8d668cdce60d7d375,The Weekend - Funk Wav Remix,"[{'1': 510340}, {'2': 510175}, {'3': 507687}, {'4': 510297}, {'5': 510233}, {'6': 510423}, {'7': 510448}, {'8': 501872}, {'9': 501125}, {'10': 507555}, {'11': 510146}, {'12': 510336}, {'13': 510304}, {'14': 501121}, {'15': 501181}, {'16': 501135}, {'17': 507779}, {'18': 510458}, {'19': 510362}, {'20': 501160}, {'21': 510289}, {'22': 510380}, {'23': 507846}, {'24': 507768}, {'25': 501120}, {'26': 507852}, {'27': 510270}, {'28': 507763}]",,17879807,"beats, wrapped, indie soul, chill groove, deep pop r&b, indie electronica, indie r&b, electropop, r&b/soul, alternative r&b, chill out, therapy, deep indie r&b, hip-hop/rap, neo-soul, psychedelic, prog-rnb, club, chill r&b, indie pop, deep r&b, pop house, trap soul, post-disco, pop, tropical house, lounge house, pop soul",,,17879807,309887.0,17.0,81.0,9.0,10.0,11.0,31.0,30.0,81942.0,8857006.0,,,19025255.0,70.0,552222923.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
20790982,USCGJ1613688,main,[4515],['SZA'],['US'],[None],[None],['3tHyGLLTVGvaNDgl0I9xvW'],['3ZMrSkztazE9Yqvj6XmSVs'],170840.0,,,,['120906998'],[12624398],170.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T09:37:16Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Once Upon a High,[{'1': 501125}],,20790982,r&b/soul,,,20790982,,,,,,,,0.0,8.0,,,,485.0,,10496.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,20790982.0,['original']
20807259,USCGJ1613686,main,[4515],['SZA'],['US'],[None],[None],['61R1qu25wTDodMO0OeAI7e'],['3ZMrSkztazE9Yqvj6XmSVs'],180693.0,,,,['120906994'],[12624398],180.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T09:30:20Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Crack Dreams,[{'1': 501125}],,20807259,r&b/soul,,,20807259,,,,,,,,0.0,14.0,,,,626.0,,11907.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
20834387,USCGJ1613682,main,[4515],['SZA'],['US'],[None],[None],['4sOesr2jj1vZRReEMbuyaL'],['3ZMrSkztazE9Yqvj6XmSVs'],259160.0,,,,['120906986'],[12624398],259.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T11:51:29Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Bed,[{'1': 501125}],,20834387,r&b/soul,,,20834387,,,,,,,,0.0,7.0,,,,1012.0,,13924.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,20834387.0,['original']
20871458,USCGJ1613684,main,[4515],['SZA'],['US'],[None],[None],['22dmlUXGineROlKe6grc7l'],['3ZMrSkztazE9Yqvj6XmSVs'],181906.0,,,,['120906990'],[12624398],181.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T14:13:32Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Advil,[{'1': 501125}],,20871458,r&b/soul,,,20871458,,,,,,,,0.0,9.0,,,,520.0,,12975.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,20871458.0,['original']
20918239,USA2P1823203,main,[4515],['SZA'],['US'],[None],[None],,,,,,,['476747352'],[59628022],265.0,,,[2952965],['S'],['192641072710'],['DJ E-Rock'],['2018-02-20T00:00:00.000Z'],2026-05-02T19:10:29Z,https://api.deezer.com/album/59628022/image,Terror.Dome,[{'1': 462905}],,20918239,Others,,,20918239,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
20980099,USCGJ1613680,main,[4515],['SZA'],['US'],[None],[None],['6nR5r1nq1EbS0lalMWbbI5'],['3ZMrSkztazE9Yqvj6XmSVs'],265946.0,,,,['120906982'],[12624398],265.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T11:50:26Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Wings,[{'1': 501125}],,20980099,r&b/soul,,,20980099,,,,,,,,0.0,10.0,,,,6183.0,,14938.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,20980099.0,['original']
20995142,USCGJ1613681,main,[4515],['SZA'],['US'],[None],[None],['5aiiZVRst1dYnMnVrvPfiX'],['3ZMrSkztazE9Yqvj6XmSVs'],166893.0,,,,['120906984'],[12624398],166.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T09:03:08Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Kismet,[{'1': 501125}],,20995142,r&b/soul,,,20995142,,,,,,,,0.0,6.0,,,,443.0,,11701.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,20995142.0,['original']
21037444,USCGJ1613683,main,[4515],['SZA'],['US'],[None],[None],['18Otvlkdt01r2NuGNQ8a4L'],['3ZMrSkztazE9Yqvj6XmSVs'],199520.0,,,,['120906988'],[12624398],199.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T14:09:01Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Euphraxia,[{'1': 501125}],,21037444,r&b/soul,,,21037444,,,,,,,,0.0,10.0,,,,976.0,,12710.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,21037444.0,['original']
21168434,USCGJ1613677,main,[4515],['SZA'],['US'],[None],[None],['12oqWylRm0wfNnBeO4FUsX'],['3ZMrSkztazE9Yqvj6XmSVs'],202360.0,,,,['120906976'],[12624398],202.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T10:16:21Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,The Odyssey,[{'1': 501125}],,21168434,r&b/soul,,,21168434,,,,,,,,0.0,7.0,,,,484.0,,14585.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,21168434.0,['original']
21259676,USCGJ1613687,main,[4515],['SZA'],['US'],[None],[None],['2BKMZ0pyX2cWePJznV8pD7'],['3ZMrSkztazE9Yqvj6XmSVs'],268533.0,,,,['120906996'],[12624398],268.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T09:27:48Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Country,[{'1': 501125}],,21259676,r&b/soul,,,21259676,,,,,,,,0.0,4.0,,,,438.0,,11299.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
21565242,USCGJ1613679,main,[4515],['SZA'],['US'],[None],[None],['13B8EnUMOSYt1TQXPQUVfy'],['3ZMrSkztazE9Yqvj6XmSVs'],189720.0,,,,['120906980'],[12624398],189.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T13:43:59Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Ice Moon,[{'1': 501125}],,21565242,r&b/soul,,,21565242,,,,,,,,0.0,15.0,,0.0,2.0,1595.0,,18222.0,574525.0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,21565242.0,['original']
21577239,USCGJ1613675,main,[4515],['SZA'],['US'],[None],[None],['2gVoigdGBScduvVN5PUdoH'],['3ZMrSkztazE9Yqvj6XmSVs'],265920.0,,,,['120906972'],[12624398],265.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T09:42:55Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Terror Dome,[{'1': 501125}],,21577239,r&b/soul,,,21577239,,,,,,,,0.0,8.0,,,,773.0,,18091.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
21680150,USCGJ1613685,main,[4515],['SZA'],['US'],[None],[None],['3E7KqrdLcdt5G4q63Cs8Md'],['3ZMrSkztazE9Yqvj6XmSVs'],185626.0,,,,['120906992'],[12624398],185.0,,,[1797521],['Con-Vain-Cu'],['602537900107'],['Universal Music Division Capitol Music France'],['2014-01-01T00:00:00.000Z'],2026-05-08T13:17:50Z,https://i.scdn.co/image/f9f39ae389d1c5cc2d2407f53a2dbd27b66d0417,Time Travel Undone,[{'1': 501125}],,21680150,r&b/soul,,,21680150,,,,,,,,0.0,6.0,,,,582.0,,12012.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,21680150.0,['original']
27051062,PL10G1900021,featured,"[3381106, 3438537, 1634546, 15867448, 3397627, 4515, 15867449, 15867453, 11243892, 15867455]","['GROGRA', 'EMSI EMSI', 'Dziadek', 'BREJTOLINI', 'MARO', 'SZA', 'ŁAWEK', 'BOBEK', 'MIKRON', 'CHUDY']","['PL', None, 'PL', None, 'PT', 'US', None, None, None, None]","[None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None]",['67kwcMVqcRPA1VR0nZsxC4'],['3DAcV6xY4ksYtfY59rYWNW'],623357.0,['1483112075'],['1483111815'],['US'],,,,,,[5148276],['Radio Grochów - Luki w karierze'],['5902898451917'],['GROGRA'],['2019-10-04T00:00:00.000Z'],2026-05-02T17:49:46Z,https://i.scdn.co/image/0b05324d2da500df49d871e8d6ecacf5c8165273,Koleżka z osiedla - Extended,[{'1': 501121}],,27051062,hip-hop/rap,,,27051062,,,,,,,,0.0,1.0,,,,5.0,,4365.0,,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,27051062.0,['original']
83607218,USRC12202149,main,[4515],['SZA'],['US'],[None],[None],['7newfXclX39UwWTw2gDswM'],['6FKP2O0oOvZlDkF0gyTjiJ'],182068.0,['1628388488'],['1628387909'],['TW'],['1782698157'],[325555107],181.0,"['B0B3G5GXR1', 'B0B3G8TZ6K', 'B0B3GC6TB9', 'B0B3G159MH', 'B0B3GCV9CR', 'B0B3GN8XQZ', 'B0B3GRFZ7V']","['B0B3G4JC3M', 'B0B3GB1HCH', 'B0B3GM57N4', 'B0B3G45XK9', 'B0B3G4FN4K', 'B0B3GF9LCN', 'B0B3GMV8YS']",[21923164],['Ctrl (Deluxe)'],['196589231000'],['Top Dawg Entertainment/RCA Records'],['2022-06-09T00:00:00.000Z'],2026-05-08T14:59:11Z,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/cd/c7/05/cdc7052e-dbd1-d302-adc2-064dc78db743/196589231000.jpg/160x160bb.jpg,Tread Carefully,"[{'1': 501125}, {'2': 507555}, {'3': 510448}, {'4': 510362}, {'5': 510289}, {'6': 507846}, {'7': 510233}, {'8': 510275}, {'9': 507687}, {'10': 507779}, {'11': 510336}, {'12': 510452}, {'13': 510175}, {'14': 510384}, {'15': 510340}, {'16': 510472}, {'17': 501121}, {'18': 510304}]",,83607218,"r&b/soul, alternative r&b, indie r&b, chill r&b, deep r&b, trap soul, deep pop r&b, neo soul, indie soul, prog-rnb, therapy, experimental r&b, wrapped, neo r&b, beats, pop r&b, hip-hop/rap, deep indie r&b",,,83607218,46702.0,6.0,17.0,8.0,8.0,0.0,7.0,5.0,11783.0,1861.0,2.0,3.0,5272862.0,57.0,53699907.0,1774.0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,83607218.0,['original']
